Date,AAPL,MSFT,TSLA
2020-01-03,-0.009769493937357585,-0.012530124907760749,0.02920267893223429
2020-01-06,0.00793635191308495,0.0025819420986064614,0.019071612174755247
2020-01-07,-0.00471406883631382,-0.00915999626026586,0.03806670586808656
2020-01-08,0.015957902423240498,0.015802934517830828,0.048032568493066904
2020-01-09,0.02101873787392169,0.01241577881905102,-0.022189385476863444
2020-01-10,0.002258131085673224,-0.004637634097834035,-0.006649355680979514
2020-01-13,0.021139382027105774,0.011952576290228613,0.09320702322102203
2020-01-14,-0.013595548927999097,-0.007068130621044679,0.024578286172624794
2020-01-15,-0.004294452735348491,0.006455039311777631,-0.03676981311758122
2020-01-16,0.01244838093139609,0.018157897634029453,-0.00970946227670784
2020-01-17,0.011010598772296858,0.005580913843908563,-0.005839913304383257
2020-01-21,-0.006800253959156863,-0.003597309588853395,0.06942373110021945
2020-01-22,0.0035632740227645007,-0.004816113156341287,0.04004983514491321
2020-01-23,0.004804208312971712,0.006136816489078512,0.004624413044606698
2020-01-24,-0.0028859192115034404,-0.01012805581920178,-0.012981499419033645
2020-01-27,-0.029846295208713555,-0.016864485244740244,-0.01211233185789717
2020-01-28,0.027896425175251576,0.019406180738559865,0.01578809278786119
2020-01-29,0.020716338514142677,0.015472625546867718,0.024550664730790914
2020-01-30,-0.0014504563110543382,0.027817077841512074,0.09799952270077929
2020-01-31,-0.045351707827200764,-0.014868554968402828,0.015115867923964002
2020-02-03,-0.0027495324477820123,0.02408630738546216,0.18144500086765877
2020-02-04,0.03248019840658321,0.03238643681833806,0.1286186970285338
2020-02-05,0.008121034790916967,-0.0012222106673697218,-0.18845037343186985
2020-02-06,0.01162924228762012,0.02052176792473649,0.019223358515689692
2020-02-07,-0.013685934140851801,0.0014146516116607915,-0.0011890304222132414
2020-02-10,0.00473831184719238,0.025820647238135593,0.030554904345579816
2020-02-11,-0.0060513962287446765,-0.022834185889685176,0.0040112052857509935
2020-02-12,0.02347026633110794,0.0014630344315179043,-0.009197828567077742
2020-02-13,-0.0071467908072349205,-0.005428643295339511,0.04673438827304483
2020-02-14,0.0002462578584881014,0.008887593449727582,-0.004949986662921372
2020-02-18,-0.01848013894620253,0.010091705693390617,0.0704209168261074
2020-02-19,0.014378765681796525,0.0029948500762111874,0.06649517653196184
2020-02-20,-0.010312059630818712,-0.015389073159273398,-0.019826354777620056
2020-02-21,-0.022895103484631966,-0.03212331525956589,0.0017662480443414094
2020-02-24,-0.048665625998321624,-0.044072634181301,-0.07752369493467591
2020-02-25,-0.03445901204473863,-0.01663926159526724,-0.041482357972054684
2020-02-26,0.015739062696876,0.012417238524784074,-0.026744949535016983
2020-02-27,-0.06760243501895848,-0.07306407006448258,-0.1371331162906117
2020-02-28,-0.0005852226599688863,0.023924303756874668,-0.01634795032742122
2020-03-02,0.08901858227569784,0.064418714706247,0.1072570247859105
2020-03-03,-0.03227467735505554,-0.04910558455978805,0.0025383850988232293
2020-03-04,0.04534114330575268,0.036057285910517656,0.005337746224066965
2020-03-05,-0.03297488921595259,-0.025415614301840892,-0.033869376791647296
2020-03-06,-0.013369498777057905,-0.028674641000097992,-0.029497510135476336
2020-03-09,-0.0823950527095828,-0.07017826129974827,-0.14586457137702016
2020-03-10,0.06954642663170763,0.06614717234594703,0.059586929551683376
2020-03-11,-0.035347981108589034,-0.046360141010935774,-0.01735009892797303
2020-03-12,-0.10397787193499346,-0.09964123699453188,-0.12349328402408655
2020-03-13,0.11315746195096486,0.1329287736823906,-0.02516454136147571
2020-03-16,-0.13770804505471942,-0.15945364935307343,-0.20552230217550044
2020-03-17,0.043030896092081564,0.07912209716620777,-0.03398134500612111
2020-03-18,-0.02478459781630532,-0.043007470923541055,-0.17476304366003273
2020-03-19,-0.007691492827028927,0.016319037266688565,0.16879451260286096
2020-03-20,-0.06559036491619276,-0.03828212727102502,-0.00025720668994270134
